row_id,coder,paper_title,paper_id,dependent_variable_main_theme,coded_dependent_variable,depedendent_variable,dependent_variable_measurement,dependent_variable_measurement_technique,independent_variable_main_theme,independent_variable_sub_theme,independent_variable,independent_variable_measurement,independent_variable_measurement_technique,effect_direction,effect_direction_full_context,significant,alpha_value,effect_size,effect_size_metric,effect_size_full_context,confidence_interval,sample_size,independent_variable_measurement_others,sample_size_full _context
r560,Jim,GPTVoiceTasker: Advancing Multi-step Mobile Task Efficiency Through Dynamic Interface Exploration and Learning,A49,Theme 3: Learning and Performance Outcomes,Cognitive load,Cognitive load,MULTI,survey,CONTEXT,CONTEXT,Task type,SINGLE,observation,NO EFFECT,"Type of virtual assistant system: POSITIVE
  Task type: NO EFFECT
  User command format: POSITIVE
  Presence of saved task automation: POSITIVE",NA,0.01,NA,NA,,NOT REPORTED,NA,NOT REPORTED,
r561,Jim,GPTVoiceTasker: Advancing Multi-step Mobile Task Efficiency Through Dynamic Interface Exploration and Learning,A49,Theme 6: Technology Acceptance and Adoption Intentions,Usability score,Usability score,MULTI,survey,USER_MODERATOR,USER_MODERATOR,User command format,SINGLE,observation,POSITIVE,"Type of virtual assistant system: POSITIVE
  Task type: NO EFFECT
  User command format: POSITIVE
  Presence of saved task automation: POSITIVE",YES,0.01,NA,NA,,NOT REPORTED,NA,NOT REPORTED,
r562,Jim,GPTVoiceTasker: Advancing Multi-step Mobile Task Efficiency Through Dynamic Interface Exploration and Learning,A49,Theme 3: Learning and Performance Outcomes,Success rate of task execution,Success rate of task execution,SINGLE,survey,BEHAVIORAL,Personality_Traits,Presence of saved task automation,SINGLE,observation,POSITIVE,"Type of virtual assistant system: POSITIVE
  Task type: NO EFFECT
  User command format: POSITIVE
  Presence of saved task automation: POSITIVE",YES,0.01,NA,NA,,NOT REPORTED,NA,NOT REPORTED,
r563,Jim,Generative AI as a catalyst for HRM practices: mediating effects of trust,A51,Theme 7: Individual Differences as Moderators,Organizational Commitment,Organizational Commitment,MULTI,survey,BEHAVIORAL,Personality_Traits,Optimism,MULTI,Survey,POSITIVE,POSITIVE,YES,0.05,NA,NA,"The effect sizes reported in the study are as follows:
  
  Optimism â†’ User Perception: ÃŸ = 0.416 
  Innovativeness â†’ User Perception: ÃŸ = 0.081 
  User Perception â†’ Trust: ÃŸ = 0.891 
  Trust â†’ Organizational Commitment: ÃŸ = 0.101 
  Organizational Commitment â†’ Employee Engagement: ÃŸ = 0.512 
  Employee Engagement â†’ Employee Performance: ÃŸ = 0.750 
  
  These values represent the standardized regression weights, indicating the strength of the relationships between the variables.","YES, the study provided confidence intervals around their estimates. For example, in the mediation analysis, confidence intervals for the indirect effect were reported (e.g., lower bound: 0.036, upper bound: 0.237).",500,"The independent variables in the study, such as Optimism, Innovativeness, Ease of Use, and Usefulness, were measured using a structured questionnaire based on established theoretical frameworks like the Technology Acceptance Model (TAM) and Technology Readiness Index (TRI). Responses were collected using a 7-point Likert scale, where 1 indicated strong disagreement and 7 indicated strong agreement.",
r564,Jim,Generative AI as a catalyst for HRM practices: mediating effects of trust,A51,Theme 7: Individual Differences as Moderators,Employee Engagement,Employee Engagement,MULTI,OBSERVATION,BEHAVIORAL,Personality_Traits,Innovativeness,MULTI,Survey,POSITIVE,POSITIVE,YES,0.05,NA,NA,,"YES, the study provided confidence intervals around their estimates. For example, in the mediation analysis, confidence intervals for the indirect effect were reported (e.g., lower bound: 0.036, upper bound: 0.237).",500,"The independent variables in the study, such as Optimism, Innovativeness, Ease of Use, and Usefulness, were measured using a structured questionnaire based on established theoretical frameworks like the Technology Acceptance Model (TAM) and Technology Readiness Index (TRI). Responses were collected using a 7-point Likert scale, where 1 indicated strong disagreement and 7 indicated strong agreement.",
r565,Jim,Generative AI as a catalyst for HRM practices: mediating effects of trust,A51,Theme 7: Individual Differences as Moderators,Employee Performance,Employee Performance,MULTI,OBSERVATION,BEHAVIORAL,Personality_Traits,User Perception,MULTI,Survey,POSITIVE,POSITIVE,YES,0.05,NA,NA,,"YES, the study provided confidence intervals around their estimates. For example, in the mediation analysis, confidence intervals for the indirect effect were reported (e.g., lower bound: 0.036, upper bound: 0.237).",500,"The independent variables in the study, such as Optimism, Innovativeness, Ease of Use, and Usefulness, were measured using a structured questionnaire based on established theoretical frameworks like the Technology Acceptance Model (TAM) and Technology Readiness Index (TRI). Responses were collected using a 7-point Likert scale, where 1 indicated strong disagreement and 7 indicated strong agreement.",
r566,Jim,Generative AI as a catalyst for HRM practices: mediating effects of trust,A51,Theme 7: Individual Differences as Moderators,Employee Performance,Employee Performance,MULTI,OBSERVATION,BEHAVIORAL,Personality_Traits,Trust,MULTI,Survey,POSITIVE,POSITIVE,YES,0.05,NA,NA,,"YES, the study provided confidence intervals around their estimates. For example, in the mediation analysis, confidence intervals for the indirect effect were reported (e.g., lower bound: 0.036, upper bound: 0.237).",500,"The independent variables in the study, such as Optimism, Innovativeness, Ease of Use, and Usefulness, were measured using a structured questionnaire based on established theoretical frameworks like the Technology Acceptance Model (TAM) and Technology Readiness Index (TRI). Responses were collected using a 7-point Likert scale, where 1 indicated strong disagreement and 7 indicated strong agreement.",
r567,Jim,GenAI as a Learning Buddy for Non-English Majors: Effects on Listening and Writing Performance,A52,Theme 3: Learning and Performance Outcomes,Listening performance,Listening performance,MULTI,OBSERVATION,BEHAVIORAL,Personality_Traits,Chatbot-mediated learning activities,SINGLE,Observation,POSITIVE,"POSITIVE As the independent variable (use of chatbot-assisted EFL activities) increases, the dependent variables (listening and writing performance) improve, indicating a positive relationship.",YES,0.05,NA,NA,,No,93,,"The study included 93 participants (48 in the experimental group and 45 in the control group). Initially, 121 students consented to participate, but 28 were excluded for not completing all required procedures."
r568,Jim,GenAI as a Learning Buddy for Non-English Majors: Effects on Listening and Writing Performance,A52,Theme 3: Learning and Performance Outcomes,Writing performance,Writing performance,MULTI,OBSERVATION,BEHAVIORAL,Personality_Traits,Traditional learning activities,SINGLE,Observation,POSITIVE,"POSITIVE As the independent variable (use of chatbot-assisted EFL activities) increases, the dependent variables (listening and writing performance) improve, indicating a positive relationship.",YES,0.05,NA,NA,,No,93,,
r569,Jim,Evaluation of a virtual coaching system eHealth intervention: A mixed methods observational cohort study in the Netherlands,A63,Theme 1: User Experience and Satisfaction,User experience with COUCH,User experience with COUCH,MULTI,OBSERVATION,REPRESENTATIONAL,Role_Occupation,Interaction with the Council of Coaches (COUCH) system,MULTI,Survey,POSITIVE,POSITIVE,YES,0.05,NA,NA,,"NO, the document does not report confidence intervals around the estimates.",51,"The independent variable measurement techniques used in the study include:
  
  Activity Tracker Data: Participants used an activity tracker to measure their physical activity, specifically the number of steps taken per day. 
  Questionnaires: Various standardized questionnaires were used to measure user experience and health-related factors:
  
  Technology Acceptance Model (TAM) 
  System Usability Scale (SUS) 
  Willingness-to-pay
  EQ-5D-5L
  Six dimensions of Positive Health 
  Short version of the Self-Management Ability Scale (SMAS-s) 
  
  
  Semi-Structured Interviews: Conducted after the implementation phase to gather qualitative data on user experience and reasons for interacting or not interacting with the system.","The study included 51 participants initially, but only 48 participants interacted with the Council of Coaches system and were included in the final analyses."
r570,Jim,Evaluation of a virtual coaching system eHealth intervention: A mixed methods observational cohort study in the Netherlands,A63,Theme 1: User Experience and Satisfaction,Usability of COUCH,Usability of COUCH,MULTI,OBSERVATION,REPRESENTATIONAL,Demographics,Duration of COUCH usage,MULTI,Observation,POSITIVE,POSITIVE,YES,0.05,NA,NA,,"NO, the document does not report confidence intervals around the estimates.",51,"The independent variable measurement techniques used in the study include:
  
  Activity Tracker Data: Participants used an activity tracker to measure their physical activity, specifically the number of steps taken per day. 
  Questionnaires: Various standardized questionnaires were used to measure user experience and health-related factors:
  
  Technology Acceptance Model (TAM) 
  System Usability Scale (SUS) 
  Willingness-to-pay
  EQ-5D-5L
  Six dimensions of Positive Health 
  Short version of the Self-Management Ability Scale (SMAS-s) 
  
  
  Semi-Structured Interviews: Conducted after the implementation phase to gather qualitative data on user experience and reasons for interacting or not interacting with the system.",
